purchase_id,screening_id,item_id,item_quantity,item_unit_price
86ecf4c4-97fa-4b38-9538-eda2ae015dab,TheRisingoftheShieldHero_Calmity_743,CONC016,1,9.06
295b04a8-fd38-4e2c-bf64-9f1453baac3a,FruitsBasket_Prelude_744,CONC020,2,2.66
513e837d-481d-4898-aff3-552c80201811,FireForce_BlazingHeart_745,CONC018,1,10.58
62af85e0-76b2-42ca-bb26-4edf9b8dc2f4,GreatPretender_WizardOfFarEast_746,CONC014,1,14.26
84a8cbf8-66f9-471f-bfdf-130312bb0a5b,JujutsuKaisen0_Origin_747,CONC013,3,10.67
504e8a1a-2083-44d0-ac78-4786851cf684,CyberpunkEdgerunners_Live_748,CONC013,3,12.16
27a33975-3624-4e45-9aa5-0a82fdb27555,HellsParadise_Execution_749,CONC014,2,8.09
e5940d60-c9b6-4493-b93e-e6e6538228d2,MushokuTensei_OldDragon_750,CONC016,2,9.93
940e4552-cf79-405a-a9d6-5e8fe6334618,SamuraiChamploo_Mugen_728,CONC004,1,3.11
d59cfd5b-c0eb-4f72-8672-aafd58229ef1,CodeGeass_Koudou_729,CONC011,1,6.07
d705bf70-158e-4005-bb9b-e4f4d618c67f,GurrenLagann_ChildhoodsEnd_730,CONC007,3,3.96
31ddac7d-3a83-4fd8-a203-3c2f641c4e06,SwordArtOnline_Progressive_731,CONC003,2,10.1
a126d8d5-3f67-4aaa-886b-08bf9568bffa,NoGameNoLife_Zero_732,CONC016,2,11.15
5fc7ecbf-5e4d-4dcf-8574-dba78d839b3c,TokyoGhoul_Pinto_733,CONC004,3,4.08
f26c240b-02a9-41bc-9ea2-685b5c760059,Parasyte_Completion_734,CONC006,2,3.54
900b62cd-4582-4993-8cab-0b1b053512e9,OnePunchMan_RoadToHero_735,CONC006,3,9.18
1f1feb5b-ace7-4245-8175-c5bfbf1f16ef,MobPsycho100_FirstSpirits_736,CONC008,1,10.63
ec431640-68e4-4260-9e68-9b049c2500cc,MadeinAbyss_DawnOfDeep_737,CONC004,1,3.76
f37024b9-cc7a-4b01-8e36-378c6a38483a,TheAncientMagusBride_Home_738,CONC013,2,4.22
48196b4a-f813-4a93-bd71-e67b177aeb84,VioletEvergarden_Eternity_739,CONC015,3,9.43
02fd94f5-3a63-4627-9bd6-7a3876f38aa8,ZombieLandSaga_Revenge_740,CONC016,3,9.37
82875a3c-55f8-41be-b0b7-c6b81f27181a,KaguyaSama_LoveIsUltimate_741,CONC003,2,2.9
33e6b8cb-4a6c-49e5-8dfa-73f369c8ec2f,Beastars_NewMoon_742,CONC013,1,3.44
62adeef2-5ca7-44f7-8b97-af9e5fe9946b,TheRisingoftheShieldHero_Calmity_743,CONC011,2,11.25
9a1daa68-45d4-4b04-8a3b-86aa186fe792,FruitsBasket_Prelude_744,CONC012,3,14.79
de011218-6f37-460b-9e61-b08c2e0486fe,FireForce_BlazingHeart_745,CONC020,3,7.43
99645fcc-d5a8-47fa-8f9c-84bbd54f00be,GreatPretender_WizardOfFarEast_746,CONC009,1,8.67
827dfc24-cf18-4a5b-8b1c-f761f414d7b1,JujutsuKaisen0_Origin_747,CONC016,2,13.78
10ccd88a-1b7e-4421-bb4e-16c9c32fec64,CyberpunkEdgerunners_Live_748,CONC010,2,7.84
6c38fbb7-c573-4b60-81b6-fc452ce14198,HellsParadise_Execution_749,CONC002,2,11.75
1dca5787-8073-4d41-ab50-f8d65c01adb6,MushokuTensei_OldDragon_750,CONC003,2,9.17
9e3e158a-5b93-425a-b243-c43abf320ae5,AttackOnTitan_FinalSeasonPart1_701,CONC019,1,5.94
426faf33-37ff-4ac5-a7e5-8315d1dcc2de,JujutsuKaisen0_Movie0_702,CONC013,2,2.47
c4cd57e3-b2a6-4a94-843e-ccbb0e11a3de,SpyxFamily_CodeWhite_703,CONC013,2,6.77
4497ee83-5063-4064-99ea-09e79e322328,DemonSlayer_MugenTrain_704,CONC014,3,6.45
69816dce-f1cc-4062-ba59-1a8326784495,MyDressUpDarling_Special_705,CONC018,1,8.35
569464d2-2792-4e04-b46a-631eff2c0585,ChainsawMan_RezeArc_706,CONC015,3,3.1
169811f6-d378-4d59-8da4-fb33c24a4c4c,BocchitheRock_LiveConcert_707,CONC017,1,2.3
6a8d5b42-fb7f-4060-b870-479c80fe3ebe,VinlandSaga_WarChronicles_708,CONC008,1,4.3
9dea90e1-1ca0-400f-9c10-3fc43cabec18,OshinoKo_IdolRevelation_709,CONC019,1,12.13
113716fd-7757-483e-ab08-73e6408b30c9,Frieren_JourneysEnd_710,CONC001,3,2.17
03f15aca-5b29-4d78-b4dd-1807b491f7a1,OnePiece_FilmRed_711,CONC020,1,4.03
3c5bd2f8-0af5-4c3c-850d-2d0d57434062,Naruto_TheLast_712,CONC011,3,3.38
54191c08-8c92-4f69-9ca9-7c782f061ba6,DeathNote_Relight_713,CONC005,1,13.93
28b4bc67-0db3-476d-9ab4-f892390cf9f6,FullmetalAlchemist_SacredStar_714,CONC006,1,11.34
f77d63ce-c992-4da6-95e9-20e9c8dd4d00,SteinsGate_LoadRegion_715,CONC014,3,5.03
56cf5e50-ffb0-48c2-a836-c6891a22c4c1,YourLieinApril_Encore_716,CONC013,2,10.13
4090689f-f6ea-4b31-81ce-abbae307eb4e,ReZero_MemorySnow_717,CONC007,3,14.84
12f2fe81-d6a0-4830-acaa-45d07548ac86,MyHeroAcademia_WorldHeroes_718,CONC016,2,11.51
eee3ee0f-d2f6-4f6f-9ded-9e24156cd910,ThePromisedNeverland_Shadow_719,CONC015,1,8.6
ce24121d-b570-43d6-869e-4f12f7c36b88,DrStone_NewWorld_720,CONC007,2,3.87
8ff0091b-6dbc-4dc9-ae91-6f180276f6ca,KimetsunoYaiba_ToSwordsmith_721,CONC004,3,11.9
1b34038a-46fb-4795-a17a-b70325bb51e8,TowerofGod_FloorTest_722,CONC011,1,4.11
601d688c-9457-4b6b-b4fd-3ab10758cba0,TheGodofHighSchool_Tournament_723,CONC020,2,8.59
0b7c5ef9-58a3-4cd5-86da-2d75ca7bbc1b,HunterxHunter_PhantomRouge_724,CONC014,2,12.72
e9074efd-e233-4ae5-a094-09638e3766b4,NeonGenesisEvangelion_Thrice_725,CONC017,1,10.51
be5b8644-1aca-495d-8e29-916dda78d5ed,CowboyBebop_Knockin_726,CONC010,1,2.84
f5dd4841-9435-40ad-8b10-6c89af60afc6,Trigun_Badlands_727,CONC012,3,2.79
26e69c70-2e36-46e8-87bc-a73f70f8bfcd,SamuraiChamploo_Mugen_728,CONC003,3,11.94
9989280f-d5d9-4bce-8ef0-7e062207959b,CodeGeass_Koudou_729,CONC001,3,10.77
89c201c1-d2c6-400e-b690-44d29cc7ef73,GurrenLagann_ChildhoodsEnd_730,CONC020,3,14.47
cde3d97c-d167-43b1-8446-8016fa1fc1cf,SwordArtOnline_Progressive_731,CONC011,2,6.66
b58f2447-4ef6-4a3f-b108-001a8e3a64d5,NoGameNoLife_Zero_732,CONC012,2,5.9
8b555a4e-6bc4-4bdd-becd-0dc2e3da8a04,TokyoGhoul_Pinto_733,CONC018,3,4.47
d617cc51-1533-4e69-af14-7054937d62f4,Parasyte_Completion_734,CONC002,3,6.59
625d5860-a4c7-4919-ad2a-bd2c0c26f4b6,OnePunchMan_RoadToHero_735,CONC011,2,8.03
adabd2b4-e71e-44b3-92fb-85e9af16fdba,MobPsycho100_FirstSpirits_736,CONC015,1,3.85
0c69a4ad-f370-40e0-a808-d4b3f52d74bd,MadeinAbyss_DawnOfDeep_737,CONC014,1,13.35
35acc01a-6834-44bf-9557-94da21289428,TheAncientMagusBride_Home_738,CONC013,3,3.94
f403842f-f4cf-4eef-a328-973365faf97e,VioletEvergarden_Eternity_739,CONC014,3,13.77
5a747d87-1348-4e56-8a90-4cbfe77dd014,ZombieLandSaga_Revenge_740,CONC007,1,2.21
ff98a2ad-bcea-4c97-a3c7-e5b1e2cee12c,KaguyaSama_LoveIsUltimate_741,CONC009,2,4.57
4d491198-d13b-4ed6-8418-5e6eee24ca03,Beastars_NewMoon_742,CONC006,2,12.79
ef69e278-6c93-4734-bb4d-b778e044ff22,TheRisingoftheShieldHero_Calmity_743,CONC008,1,8.32
efabb0eb-95d9-495c-8162-80cb403a4073,FruitsBasket_Prelude_744,CONC014,2,14.32
5c90ccf2-e78c-460d-b7af-dbfff366afb0,FireForce_BlazingHeart_745,CONC002,2,14.5
9f255db5-54f5-4640-8abe-599e97fdcebe,GreatPretender_WizardOfFarEast_746,CONC016,3,5.76
acbccb8f-f61f-45bc-9a10-daa30ee1c7d9,JujutsuKaisen0_Origin_747,CONC016,1,7.41
3a71cfaf-18ff-4f94-bd88-d99e6942a161,CyberpunkEdgerunners_Live_748,CONC006,2,10.2
c082dca4-304b-4978-ae6b-c848dfa4ad23,HellsParadise_Execution_749,CONC020,1,9.79
7efac002-6f32-49b1-b596-0aa9354714dc,MushokuTensei_OldDragon_750,CONC011,3,6.85
75b06313-7c62-4f44-8e76-ee765dd86fdc,AttackOnTitan_FinalSeasonPart1_701,CONC012,3,14.62
f127152b-a651-426f-b541-0f3603a35101,JujutsuKaisen0_Movie0_702,CONC015,2,7.42
72066e6f-8579-4ca8-84cc-32ad1954628c,SpyxFamily_CodeWhite_703,CONC008,2,10.24
9a93aa5c-7600-4792-a55a-4c6bd082532a,DemonSlayer_MugenTrain_704,CONC009,3,6.43
a4c8ca61-2d53-4784-b5ad-7742c37d8872,MyDressUpDarling_Special_705,CONC007,1,14.55
489034bc-1b0b-48a9-a384-631527860f99,ChainsawMan_RezeArc_706,CONC019,3,5.08
b48163e2-cf89-4ba2-89f2-c290e1877896,BocchitheRock_LiveConcert_707,CONC016,3,8.11
cbb95fcc-e7ca-4aa7-a27f-1d8649c7086f,VinlandSaga_WarChronicles_708,CONC017,1,6.99
3cca523b-9782-4e30-ad4c-a646055ac869,OshinoKo_IdolRevelation_709,CONC003,3,8.38
5335e594-9d63-4494-94fa-706b4271d8f2,Frieren_JourneysEnd_710,CONC003,2,7.06
414d88d6-268b-40c9-b295-e3ab543ee101,OnePiece_FilmRed_711,CONC005,2,13.02
6c41b6dc-f2d9-4a9f-8f4a-bf2a2669a21d,Naruto_TheLast_712,CONC008,1,10.23
d24c4c32-a6c0-4587-b5d6-900143afe077,DeathNote_Relight_713,CONC020,2,9.3
f0ada187-6820-4358-8756-8d7b1970e6ae,FullmetalAlchemist_SacredStar_714,CONC011,2,14.81
a29addba-0566-4add-ae12-1290125f2c1a,SteinsGate_LoadRegion_715,CONC007,3,9.87
b7b7be84-2672-4358-895b-e8d366dbfed6,YourLieinApril_Encore_716,CONC007,3,12.39
eee2b04a-eb5f-4de5-bf02-01a4928fe287,ReZero_MemorySnow_717,CONC013,2,11.11
30dbe67e-4d6a-4cf9-bc9c-2c4af6bb8afb,MyHeroAcademia_WorldHeroes_718,CONC010,2,4.66
8ad2d443-5f05-4fff-95c4-828a4fd1f333,ThePromisedNeverland_Shadow_719,CONC001,3,10.37
7fcc1688-2d86-4fc0-9502-7f206c67e7d7,DrStone_NewWorld_720,CONC012,2,12.09
96bde168-0d7b-47f4-843e-7f872cfcdc48,KimetsunoYaiba_ToSwordsmith_721,CONC013,3,4.04
49845e6f-d02f-458c-bc96-4dafb06141db,TowerofGod_FloorTest_722,CONC004,2,7.93
f07d33b1-4893-42f0-865d-dcba4f714b58,TheGodofHighSchool_Tournament_723,CONC010,1,9.62
9b16b71c-fd4a-4aad-a390-538992edb752,HunterxHunter_PhantomRouge_724,CONC004,1,13.28
7cec6d70-27c3-425b-8d37-36f8f9949dad,NeonGenesisEvangelion_Thrice_725,CONC012,1,6.1
00410e12-6662-4d65-8bd4-54546c2bb222,CowboyBebop_Knockin_726,CONC018,1,10.18
2c6c6008-0d9c-4bbd-8f69-08a8bfa799ea,Trigun_Badlands_727,CONC013,1,6.25
1794a481-8057-4acf-9504-c6368f09e232,SamuraiChamploo_Mugen_728,CONC010,2,9.35
024f29d0-4c47-4f62-924d-87534c55d84d,CodeGeass_Koudou_729,CONC017,1,11.4
65d354b6-c73d-4659-9530-a81781688e33,GurrenLagann_ChildhoodsEnd_730,CONC016,1,14.05
59fa220b-2e1a-4717-9566-74c222ca1a67,SwordArtOnline_Progressive_731,CONC004,3,4.12
c146beb8-6501-4dfb-9296-ae3886feaa48,NoGameNoLife_Zero_732,CONC003,2,14.64
4caf069c-dfcd-40a2-9b2a-a677fe03ab5a,TokyoGhoul_Pinto_733,CONC014,2,11.76
41d8fa35-f076-421a-ac55-a8773e53c362,Parasyte_Completion_734,CONC018,1,8.82
bf9aaa9c-431d-4ff8-b18a-f29d0a1bbd21,OnePunchMan_RoadToHero_735,CONC005,3,12.7
a781705f-6c56-4c3f-bd67-f7977ce45b24,MobPsycho100_FirstSpirits_736,CONC015,1,3.5
99f2b2d4-d271-4409-9ffe-c928651ef713,MadeinAbyss_DawnOfDeep_737,CONC008,1,2.73
d5f2e534-4658-49bf-976e-983e617774f4,TheAncientMagusBride_Home_738,CONC002,3,12.96
76feeb24-fd7e-4776-9d7c-d6d39fa843fd,VioletEvergarden_Eternity_739,CONC002,1,4.85
bb32cd83-6c1b-46c3-9386-c1ca2285f813,ZombieLandSaga_Revenge_740,CONC005,3,6.15
784497ee-d31b-4d55-a20c-e305ca0e0808,KaguyaSama_LoveIsUltimate_741,CONC001,3,11.95
a45ce63d-755e-41a4-a9e9-51af558ce9c4,Beastars_NewMoon_742,CONC014,3,2.88
b9a3ab62-d9ec-41fe-a2e8-567bd3b88a1c,TheRisingoftheShieldHero_Calmity_743,CONC007,1,9.58
f8694f9b-c634-4ae1-849f-8b3c0b6b17de,FruitsBasket_Prelude_744,CONC003,3,13.46
a670f22e-de13-40f5-a273-f272ba88b00c,FireForce_BlazingHeart_745,CONC013,1,3.98
3ea7d9de-5dcc-415d-ae1f-b898f9cea8f7,GreatPretender_WizardOfFarEast_746,CONC009,3,6.87
2d92b3db-c7af-406c-95d8-52f439323b29,JujutsuKaisen0_Origin_747,CONC007,3,5.33
e24f8da3-9718-4e20-81c7-a698b1954463,CyberpunkEdgerunners_Live_748,CONC009,2,3.55
f73450af-b77c-438b-891c-d44f99dea96c,HellsParadise_Execution_749,CONC001,2,9.84
a4d542fe-abd8-4395-b60a-9db78509e274,MushokuTensei_OldDragon_750,CONC013,1,4.4
ce465908-942a-4047-aad6-d49392c2c562,AttackOnTitan_FinalSeasonPart1_701,CONC004,3,14.13
4894bba7-809f-418d-91f9-047246812762,JujutsuKaisen0_Movie0_702,CONC019,3,11.71
70d0ce00-8997-463d-9d3a-48c16e09fcbd,SpyxFamily_CodeWhite_703,CONC019,2,6.69
6c58371b-1de3-4588-9730-d0f09cea1405,DemonSlayer_MugenTrain_704,CONC019,2,4.82
0f7e47cc-5760-4145-8446-f2b8e6d2f1e0,MyDressUpDarling_Special_705,CONC001,1,12.78
5f1062b5-87d4-4178-9f71-2903b0d474b6,ChainsawMan_RezeArc_706,CONC007,2,14.31
0adad412-993b-402b-9d6f-18b46657ccea,BocchitheRock_LiveConcert_707,CONC015,2,9.82
0ceb6009-07a0-4f7f-ba27-3ab04842ab35,VinlandSaga_WarChronicles_708,CONC016,3,9.76
bacb1c79-7095-4283-9f56-53f0cd42601d,OshinoKo_IdolRevelation_709,CONC003,3,3.39
3b20e0dd-0751-45e0-9cd3-9d6b1bc8ebf6,Frieren_JourneysEnd_710,CONC020,1,13.14
2e9fa922-51b1-4e42-93bb-86c3c3ebb2c6,OnePiece_FilmRed_711,CONC010,2,6.96
3e80d5d8-086b-487f-9b0d-57b9dc3f0020,Naruto_TheLast_712,CONC004,1,6.78
fc304036-b171-4db6-8033-17e3eaf328fe,DeathNote_Relight_713,CONC014,3,13.39
a90c5861-afe8-4b41-8f9d-6f8c705c6a59,FullmetalAlchemist_SacredStar_714,CONC014,3,2.29
b3ee047c-acd5-4885-abb4-3a8d9cd13c8d,SteinsGate_LoadRegion_715,CONC004,2,3.84
d37c5754-bb25-47d8-8596-5c628d60d2a1,YourLieinApril_Encore_716,CONC004,3,11.68
a2646424-da43-4bb8-983d-a80a23de451d,ReZero_MemorySnow_717,CONC016,1,2.19
47aae886-cc10-4d43-b7bc-40544b3e7c55,MyHeroAcademia_WorldHeroes_718,CONC015,3,11.03
8967f491-5a32-4258-947b-555f48f50385,ThePromisedNeverland_Shadow_719,CONC001,3,9.32
5178269e-a43e-4f20-b793-8b5d1bfc0171,DrStone_NewWorld_720,CONC007,1,7.17
520a02d1-b0f2-4555-ba07-a2b71bc40c99,KimetsunoYaiba_ToSwordsmith_721,CONC002,2,7.62
9c19a7e8-2cdb-4e57-91b5-484b5e961aef,TowerofGod_FloorTest_722,CONC006,1,9.5
d7760747-fc55-482a-9f72-4c0c47d078ae,TheGodofHighSchool_Tournament_723,CONC009,3,5.66
02ba407b-bb19-4c07-a49a-af80076aab9d,HunterxHunter_PhantomRouge_724,CONC009,1,10.73
